Nitrite,Total Rain (mm) -1day Total,TotalNitrogen,Nitrogen_Kjeldahl,TotalSuspendedSolids
0.018,0,1.015,0.82,10.2
0.035,0,1.21,0.6,6.4
0.047,0,0.877,0.38,6.2
0.083,0,2.333,1.07,5.1
0.006,0,0.908,0.88,15.4
0.005,0,0.344,0.28,4.3
0.008,0,0.94,0.55,35
0.009,0,0.869,0.21,2
0.002,64,0.442,0.25,2
0.003,0,0.403,0.22,4
0.006,64,0.846,0.33,2
0.003,64,0.403,0.22,4
0.028,0,1.458,1.02,56
0.026,0,1.726,0.91,101
0.023,29.6,2.793,1.3,67
0.039,0,5.959,2.74,324
0.029,0,3.339,1.95,322
0.008,64,1.718,0.91,56
0.024,0,1.694,1.11,53
0.018,0,1.338,0.66,32
0.018,0,1.298,0.75,26
0.007,0,1.447,1.07,176
0.075,0,2.105,0.71,8
0.006,1.2,0.986,0.53,3
0.004,1.2,0.394,0.22,3
0.005,0,0.865,0.26,2
0.004,1.2,0.737,0.59,6.7
0.004,0,0.394,0.22,3
0.004,1.2,0.364,0.2,2
0.004,0,0.737,0.59,6.7
0.008,0,1.618,0.5,2
0.019,0,1.139,0.57,2
0.056,0.6,2.206,0.61,2
0.004,0,0.644,0.49,6
0.02,0,1.01,0.68,4
0.004,0,0.494,0.43,3
0.004,0,0.404,0.34,7
0.044,0,1.184,0.58,9
0.009,0,1.189,1.13,47
0.013,0,0.673,0.2,6
0.08,0,1.85,0.75,5
0.011,0,0.691,0.31,32
0.011,0,0.911,0.38,6
0.007,0,0.799,0.61,11.4
0.011,0,0.371,0.2,4
0.011,0,0.361,0.2,3
0.011,0,0.371,0.2,4
0.007,0,0.799,0.61,11.4
0.011,0,0.541,0.42,3
0.011,0,0.731,0.55,4
0.012,0,0.672,0.29,2
0.011,0,0.496,0.43,3
0.016,0,1.556,0.44,2
0.04,1.2,2.03,0.47,2
0.004,0,0.954,0.92,20
0.004,0,0.424,0.29,2
0.029,0,0.989,0.41,14
0.01,0,0.93,0.49,3
0.028,0,1.738,1.31,162
0.011,0.6,0.331,0.2,2
0.011,0,0.421,0.2,8
0.011,0.6,0.721,0.35,9
0.011,0.6,0.421,0.2,8
0.011,0,0.851,0.43,3
0.011,0,0.721,0.55,5
0.011,0,0.971,0.43,3
0.011,0,1.111,0.73,5
0.008,0,1.688,0.5,2
0.011,0,0.496,0.43,4
0.056,0,2.926,1.21,7
0.019,0,1.049,0.52,3
0.011,0,0.401,0.33,28
0.011,0,1.021,0.61,3
0.011,0,0.876,0.81,10
0.054,0,1.754,0.72,2
0.005,0,0.765,0.51,23
0.001,8.4,0.436,0.41,1.5
0.001,0,0.437,0.41,1.5
0.011,8.4,0.881,0.32,2
0.011,0,0.851,0.33,2
0.011,8.4,0.341,0.2,2
0.011,0,0.461,0.2,2
0.011,8.4,0.461,0.2,2
0.02,0,0.97,0.58,4
0.028,3.4,2.858,1.59,2
0.011,0,0.681,0.38,2
0.011,0,0.451,0.32,2
0.044,9.2,2.094,0.99,9
0.018,0,1.078,0.4,2
0.011,0,0.831,0.56,2
0.006,0,0.706,0.65,9
0.029,0,1.039,0.53,2
0.002,0,0.382,0.28,2
0.059,0,1.749,0.76,2
0.011,0,1.041,0.29,2
0.011,0,0.371,0.2,2
0.008,0,0.817,0.23,5
0.008,0,0.817,0.23,5
0.012,0,1.102,0.32,2
0.011,0,0.511,0.2,2
0.011,0,0.511,0.2,2
0.015,0,0.965,0.39,2
0.011,0,1.311,0.41,2
0.022,0,1.932,0.41,2
0.013,0,1.063,0.31,2
0.025,0,1.295,0.33,2
0.011,0,1.701,0.42,2
0.018,0,0.798,0.27,2
0.011,0,0.401,0.28,2
0.02,0,0.93,0.34,2
0.011,0,0.481,0.39,5
0.046,0,1.816,0.56,2
0.007,0,0.993,0.43,4.4
0.011,8.3,1.161,0.29,2
0.011,0,0.571,0.2,2
0.011,8.3,0.571,0.2,2
0.012,0,1.622,1.15,8
0.011,0,1.181,0.37,12
0.011,5.8,0.341,0.24,2
0.011,8.3,0.411,0.2,2
0.007,8.3,0.993,0.43,4.4
0.012,0,1.252,0.66,91
0.011,5.4,1.181,0.4,2
0.011,0,1.061,0.3,2
0.011,0,1.271,0.37,10
0.015,7.9,1.495,0.68,3
0.028,0,1.108,0.49,4
0.062,0,1.852,0.78,6
0.015,0,0.845,0.29,2
0.009,0,0.499,0.43,24
0.009,0,0.399,0.25,2
0.016,0,0.906,0.41,2
0.012,0,0.592,0.31,17
0.01,0,0.81,0.39,2
0.042,0,1.962,0.66,2
0.015,0,0.695,0.4,5
0.011,0,0.931,0.38,9
0.011,0,2.331,0.61,3
0.011,0,0.671,0.29,5
0.009,0,1.819,0.46,13.9
0.009,0,1.82,0.46,13.9
0.011,0,0.861,0.31,4
0.011,0,0.681,0.27,3
0.011,0,0.861,0.31,4
0.011,0,1.671,0.43,4
0.011,0,1.611,0.46,14
0.011,0,2.121,0.38,3
0.011,0,2.341,0.5,2
0.011,0,2.291,0.29,2
0.017,0,3.697,0.57,2
0.011,0,2.831,0.32,2
0.021,0,1.891,0.31,2
0.02,0,2.44,1.03,3
0.011,0,1.081,0.5,2
0.026,0,2.146,1.22,9
0.021,0,1.791,0.66,3
0.02,0,1.59,0.44,2
0.033,0,3.253,1.44,72
0.011,0,1.021,0.4,4
0.011,0,1.071,0.27,5
0.011,0,0.481,0.2,3
0.011,0,1.561,0.58,2
0.011,1,0.701,0.2,4
0.011,1,1.501,0.2,3
0.011,1,0.601,0.2,3
0.011,0,1.301,0.2,2
0.011,0,1.631,0.36,11
0.011,0,0.701,0.2,4
0.011,0,0.671,0.32,4
0.011,0,2.041,0.36,2
0.028,0,2.818,0.71,5
0.031,0,2.051,0.67,2
0.011,0,0.851,0.42,11
0.093,0,2.453,0.47,2
0.022,0,1.692,0.49,2
0.011,0,1.941,0.39,2
0.011,0,1.531,0.67,2
0.079,0,2.729,0.67,2
0.094,0,1.704,0.83,4
0.017,0,1.327,0.62,2
0.009,0,1.51,0.42,5.1
0.009,0,1.509,0.42,5.1
0.011,13,3.001,1.72,972
0.011,0,1.711,0.58,29.3
0.011,0,3.291,0.82,23
0.011,13,1.71,0.58,29.3
0.011,13,4.541,3.76,696
0.011,0,1.671,1.11,252
0.011,0,2.841,1.76,196
0.011,13,1.671,1.11,252
0.011,12.6,4.191,3.25,328
0.011,0,3.151,0.9,40
0.011,0,1.841,0.92,124
0.021,0,2.611,0.94,19
0.011,18.4,2.461,0.89,39
0.032,0,2.432,1.32,304
0.011,0,3.151,1.12,113
0.022,0,2.912,0.93,42
0.017,7.4,1.857,1.13,92
0.011,0,2.251,0.78,20
0.011,0,0.886,0.82,50
0.013,0,3.803,1.21,41
0.011,0,1.841,0.89,37
0.011,0,4.371,1.8,138
0.06,0,2.83,1.33,7
0.011,0,0.881,0.53,12
0.011,0,0.991,0.6,26
0.011,0,1.081,0.4,3
0.011,0,0.581,0.28,2
0.011,0,1.121,0.47,2
0.011,0,0.451,0.29,2
0.006,0,1.074,0.39,3.9
0.011,0,0.581,0.28,2
0.006,0,1.074,0.39,3.9
0.035,0,1.525,0.66,2
0.011,0,1.371,0.78,20
0.016,0,2.596,0.48,2
0.011,0,1.501,0.5,2
0.011,0,1.401,0.57,4
0.011,0,0.731,0.5,5
0.011,0,1.871,0.49,2
0.012,0,1.452,0.98,22
0.016,0,1.086,0.56,2
0.014,0,1.224,0.59,4
0.013,0,0.59,0.75,26.1
0.053,0,2.183,0.74,2
0.013,0,0.51,0.75,26.2
0.011,9,0.631,0.4,12
0.011,0,1.251,0.66,2
0.011,9,0.531,0.38,2
0.004,9,0.65,0.51,3.6
0.011,0,0.631,0.4,12
0.004,0,0.65,0.51,3.6
0.011,0,1.201,0.71,12
0.016,9,1.706,0.67,4
0.011,9,1.391,0.75,3
0.015,0,1.445,1.09,16
0.011,0,0.831,0.6,10
0.011,0,1.041,0.65,7
0.048,0,2.238,1.39,15
0.023,0,1.993,1.49,4
0.015,0,1.015,0.58,3
0.011,0,1.031,0.88,16
0.058,0,2.908,1.48,2
0.023,0,1.253,1.07,9
0.02,0,1.09,0.54,2
0.011,0,0.421,0.2,4
0.011,0,0.511,0.35,2
0.024,0,0.924,0.74,7
0.011,0,1.006,0.94,2
0.08,1.8,2.06,0.73,2
0.011,0,0.981,0.55,10
0.013,0,1.973,0.86,2
0.011,0,0.851,0.75,3
0.037,0,1.527,0.91,33
0.011,0,1.271,1.1,11
0.019,0,1.279,0.82,4
0.122,0,2.302,0.99,11
0.012,0,0.822,0.42,2
0.011,0,0.291,0.21,11
0.011,0,1.031,0.36,2
0.011,0,3.831,0.25,2
0.011,0,0.491,0.32,2
0.011,0,0.341,0.2,2
0.011,0,0.661,0.55,4
0.011,0,0.466,0.4,3
0.011,0,1.071,0.99,13
0.011,0,0.536,0.47,4
0.011,0,0.801,0.44,2
0.011,0,0.661,0.55,4
0.03,0,1.61,0.77,2
0.011,0,0.291,0.21,11
0.014,0,1.054,0.65,5
0.014,0,0.994,0.55,12
0.011,0,1.596,1.53,34
0.13,0,1.24,0.91,6
0.006,0,0.354,0.26,46.4
0.011,0,0.281,0.2,4
0.011,0,0.641,0.52,5
0.011,0,0.981,0.53,2
0.011,0,0.661,0.43,4
0.011,0,0.641,0.52,5
0.011,0,0.391,0.2,2
0.011,0,0.281,0.2,4
0.011,0,0.506,0.44,2
0.011,0,0.446,0.38,3
0.011,0,0.336,0.27,2
0.014,0,1.634,0.42,2
0.011,0,1.531,1.38,121
0.011,0,0.621,0.41,2
0.011,0,1.331,0.42,3
0.025,0,1.115,1,11
0.011,0,0.791,0.4,8
0.011,0,0.831,0.47,2
0.025,0,1.315,0.71,11
0.011,0.5,1.161,0.96,6
0.011,0,0.716,0.65,4
0.011,0.5,0.451,0.31,4
0.011,0,0.521,0.44,3
0.011,0,0.391,0.3,2
0.011,0,1.161,0.96,6
0.931,0.5,5.501,3.19,20
0.019,0,1.049,0.92,8
0.011,0.5,0.771,0.39,8
0.011,0,0.546,0.48,7
0.011,0,0.911,0.53,3
0.023,0,0.963,0.54,2
0.011,0.5,0.716,0.65,4
0.251,0,1.951,1.06,2
0.04,0,1.2,0.71,4
0.011,0,1.161,1.08,9
0.102,0,2.252,0.89,2
0.011,0,0.801,0.52,15
0.011,5.2,0.536,0.47,2
0.011,5.2,0.441,0.2,4
0.026,0,0.836,0.51,2
0.015,5.2,0.835,0.27,4
0.011,5.2,0.351,0.24,6
0.011,0,0.536,0.47,2
0.011,0,0.441,0.2,4
0.011,0,0.431,0.32,2
0.011,0,0.711,0.44,2
0.439,5.4,3.049,1.43,2
0.017,0,0.587,0.4,4
0.144,0,1.224,0.83,4
0.027,0,1.377,0.7,2
1.08,4.2,4.79,2.77,2
0.042,0,0.972,0.67,7
0.024,0,1.084,0.69,96
0.011,0,1.061,0.98,10
0.051,0,1.641,1.01,14
0.007,0,0.534,0.36,14.5
0.003,0,0.317,0.09,3.5
0.011,0,0.521,0.28,17
0.011,0,1.061,0.34,2
0.011,0,0.801,0.34,2
0.011,0,0.331,0.2,6
0.011,0,0.366,0.3,2
0.011,0,0.366,0.3,2
0.011,0,0.521,0.28,17
0.011,0,0.391,0.2,2
0.011,0,1.491,0.62,2
0.011,0,0.851,0.5,6
0.011,0,0.521,0.25,2
0.011,0,0.771,0.38,2
0.011,0,0.821,0.33,2
0.011,0,1.081,0.51,2
0.011,0,0.771,0.66,10
0.016,0,1.086,0.59,6
0.02,0,1.06,0.62,3
0.135,0,2.755,1.76,28
0.022,0,0.872,0.55,2
0.022,0,0.672,0.28,22
0.002,0,0.12,0.23,2.6
0.005,0,1.335,0.55,6
0.022,0,0.872,0.55,2
0.022,0,0.672,0.28,22
0.004,0,1.204,0.4,2
0.004,0,1.094,0.31,5
0.002,0,0.542,0.2,3
0.055,0,1.915,0.82,5
0.055,0,1.545,0.54,2
0.022,0,1.252,0.56,8
0.004,0,1.174,0.42,2
0.022,0,0.902,0.52,2
0.055,0,1.285,0.46,2
0.055,0,1.605,0.56,2
0.006,0,1.056,0.45,2
0.024,0,1.104,0.5,3
0.022,0,1.072,0.74,5
0.055,0,1.425,0.58,2
0.074,0,2.794,1.3,2
0.004,0,0.434,0.2,2
0.005,0,1.025,0.35,2
0.022,0,0.932,0.46,2
0.006,0,0.986,0.53,2
0.011,0.6,1.82,0.33,8.8
0.011,0,3.261,0.78,14
0.011,0,1.451,0.56,11
0.017,0,4.707,0.2,15
0.011,0,1.591,0.52,56
0.011,0,3.061,0.44,9
0.011,0,1.791,0.34,18
0.011,0,3.471,1.3,238
0.011,0,1.741,0.36,7
0.011,0,1.321,0.28,12
0.055,0,2.275,0.72,4
0.011,0,4.361,0.88,59
0.011,0.3,5.091,0.42,2
0.03,0,7.93,1.01,8
0.019,0,3.219,0.67,10
0.011,0.6,1.791,0.38,2
0.011,0,2.111,0.72,33
0.018,0,1.638,0.55,5
0.014,0,4.764,1.06,26
0.027,0,2.107,0.66,3
0.011,0,0.991,0.43,8
0.091,0,3.701,2.02,97
0.011,0,0.991,0.48,12
0.015,0,4.685,0.8,11
0.015,0,2.995,0.72,14
0.011,2.4,2.051,0.56,6
0.015,2.4,1.865,0.65,6
0.011,2.4,0.871,0.48,5
0.031,0,4.711,1.04,9
0.015,0,1.895,0.9,22
0.028,0,2.198,0.94,5
0.011,2.4,1.241,0.71,46
0.011,2.8,0.79,0.5,5.05
0.011,2.8,4.881,0.69,2
0.011,2.4,1.041,0.4,4
0.042,0,1.902,0.82,2
0.016,0,3.286,1.01,9
0.011,2.4,1.101,0.49,8
0.011,2.4,1.561,0.71,14
0.014,0,2.644,0.78,41
0.011,2.4,1.981,0.6,73
0.011,2.4,1.891,0.75,3
0.017,0,2.817,1.02,30
0.024,0,1.804,0.75,7
0.048,0,1.938,0.91,5
0.017,0,2.647,0.97,19
0.012,0,1.242,0.63,29
0.068,0,3.658,1.88,9
0.011,0,1.331,0.77,48
0.017,0,3.827,0.67,42
0.011,1,0.711,0.25,4
0.011,0,1.391,0.39,5
0.011,1,2.161,0.4,3
0.011,0,0.47,0.3,9.2
0.012,1,1.892,0.58,5
0.011,1,1.201,0.29,5
0.011,1,0.971,0.41,4
0.011,1,0.751,0.33,4
0.011,1,1.361,0.25,82
0.011,1,0.871,0.35,37
0.011,0,3.451,0.63,3
0.011,0,1.741,0.68,2
0.023,0,2.633,0.6,2
0.011,0,0.881,0.32,5
0.044,0,1.854,0.77,2
0.011,1,2.301,0.47,12
0.011,0,1.801,0.55,22
0.016,0,1.686,0.64,13
0.011,0,0.751,0.28,4
0.021,0,1.151,0.53,2
0.011,0,0.561,0.2,4
0.011,0,1.441,0.61,2
0.031,0,2.581,1.07,6
0.011,0,0.841,0.37,3
0.011,0,0.901,0.2,2
0.011,0,1.231,0.36,3
0.011,0,0.791,0.24,6
0.011,0,0.621,0.46,4
0.011,0,0.461,0.28,5
0.011,3.8,2.691,0.64,2
0.015,0,1.385,0.44,2
0.011,0,0.721,0.45,7
0.011,0,1.561,0.73,26
0.011,0,1.471,0.53,3
0.011,4.8,2.501,0.39,2
0.018,0,1.748,0.97,18
0.012,0,1.192,0.52,3
0.011,0,1.231,0.54,2
0.035,0,2.065,0.73,14
0.011,0.6,0.601,0.49,3
0.011,0.6,0.761,0.34,3
0.011,0.6,0.781,0.56,2
0.011,0.6,0.471,0.33,2
0.011,0,2.141,0.75,3
0.011,0,1.321,0.67,8
0.011,0,1.201,0.6,8
0.011,0,3.341,0.64,5
0.021,0,1.881,0.68,3
0.011,0,0.581,0.41,9
0.015,0,1.285,0.62,3
0.011,0,1.361,0.91,9
0.011,0,1.301,0.65,3
0.018,0,1.488,1.24,5
0.011,16,0.746,0.68,2
0.011,16,0.741,0.63,4
0.011,16,0.491,0.35,2
0.011,16,0.821,0.38,2
0.013,0,1.743,0.97,47
0.011,10.4,2.851,0.82,3
0.033,0,2.153,0.8,3
0.011,0,1.241,0.84,47
0.016,30.8,2.916,0.98,6
0.027,0,1.677,1.04,5
0.011,0,1.431,0.82,35
0.016,0,1.356,0.83,15
0.013,0,1.363,1.16,24
0.066,0,2.556,1.43,54
0.006,0,0.816,0.53,65.7
0.007,0,0.747,0.51,47.8
0.011,3,1.041,0.9,53
0.011,3,0.991,0.7,48
0.011,3,2.341,2.06,12
0.011,3,0.921,0.74,88
0.039,0,1.819,0.92,20
0.011,1,3.481,0.99,8
0.011,0,1.411,1.01,115
0.013,0,2.603,0.86,2
0.011,0,1.071,0.58,3
0.011,0,1.451,0.5,15
0.011,0,1.201,0.59,3
0.011,0,1.246,1.18,26
0.013,0,1.283,0.59,12
0.016,0,2.396,1.78,367
0.005,0,0.595,0.33,9.2
0.011,0,0.566,0.5,14
0.011,0,0.381,0.31,2
0.011,0,0.271,0.2,2
0.011,0,0.371,0.21,2
0.011,0,0.631,0.5,3
0.011,0,0.401,0.21,10
0.011,0,0.951,0.38,7
0.011,0,0.991,0.47,2
0.016,0,1.076,0.54,4
0.011,0,0.466,0.4,6
0.014,0,1.104,0.82,14
0.011,0,0.671,0.51,5
0.019,0,0.989,0.48,4
0.015,23.8,1.615,0.56,2
0.048,8,7.168,5.61,2
0.011,0,0.481,0.4,2
0.011,0,1.091,0.7,23
0.011,0,0.936,0.87,38
0.015,0,1.295,0.95,20
0.061,0,1.621,0.68,3
0.011,0.4,0.451,0.25,5
0.011,0.8,0.971,0.3,4
0.011,0.8,0.361,0.2,2
0.011,0,0.811,0.46,2
0.011,0.4,0.666,0.6,2
0.011,0.8,0.266,0.2,2
0.011,0.8,0.456,0.39,10
0.011,0.8,0.546,0.48,19
0.011,0.8,0.821,0.35,4
0.013,0,1.893,0.71,2
0.041,0.8,2.431,0.79,2
0.011,0,0.551,0.45,7
0.011,0,0.486,0.42,3
0.011,0,0.831,0.6,42
0.011,0,0.406,0.34,3
0.011,0,1.111,0.59,26
0.011,0,0.851,0.77,7
0.014,0,0.974,0.56,2
0.011,0,0.721,0.49,2
0.291,0,2.661,0.85,3
0.011,5.4,0.866,0.8,2
0.011,0,0.871,0.44,7
0.012,5.4,0.692,0.42,5
0.011,10.8,0.766,0.7,2
0.011,10.8,1.211,0.57,5
0.011,10.8,0.601,0.46,2
0.011,10.8,1.171,0.62,5
0.011,9.6,0.946,0.88,3
0.011,10.8,0.436,0.37,2
0.014,11.6,1.464,1.03,3
0.012,0,0.772,0.55,2
0.018,0,1.478,1.14,10
0.011,0,1.041,0.81,3
0.011,0,0.736,0.67,2
0.021,0,1.521,1.08,28
0.014,11.6,1.594,0.97,7
0.012,0,1.272,1.17,27
0.013,0,1.213,0.87,5
0.017,0,1.337,0.88,7
0.039,0,1.979,0.93,2
0.011,0,1.461,0.79,3
0.013,0.4,1.153,0.38,9
0.015,0.2,0.655,0.23,6
0.011,0,2.021,0.92,3
0.011,0.4,1.781,1.06,14
0.011,0.2,0.981,0.61,14
0.011,0.4,1.071,0.7,3
0.011,0.4,0.691,0.46,12
0.011,0.4,1.191,0.95,5
0.011,0,2.181,1.02,2
0.011,0,2.511,1.32,5
0.011,0,1.231,0.82,6
0.011,0.4,2.401,0.95,2
0.015,0,1.765,0.83,5
0.013,0.4,2.193,0.99,19
0.014,0,1.664,0.78,2
0.014,0,1.494,0.81,2
0.015,0,1.265,0.65,3
0.014,0,1.714,1.12,19
0.046,0,2.356,1,2
0.011,4,0.711,0.44,7
0.016,0,1.686,0.58,3
0.011,0,1.481,0.6,2
0.011,4,0.681,0.34,4
0.011,4,0.3,0.47,5.35
0.011,4,0.911,0.58,4
0.022,4,1.622,0.53,4
0.011,4,1.361,0.4,3
0.011,2,0.671,0.26,6
0.011,0,1.101,0.56,2
0.018,2,1.138,0.62,3
0.011,0,0.861,0.57,2
0.011,4,1.561,0.42,2
0.018,0,1.378,0.43,2
0.011,0,1.701,0.65,2
0.011,0,0.66,0.53,4.6
0.016,4,2.156,0.58,2
0.012,0,1.382,0.56,6
0.011,0,1.441,0.52,2
0.011,0,1.041,0.82,4
0.055,0,1.675,0.76,6
0.085,0,1.355,0.63,4
0.018,0,1.288,0.66,7
0.011,0,0.701,0.32,5
0.011,0,1.021,0.62,3
0.014,0,1.614,0.74,66
0.045,0,2.785,1.42,3
0.011,15,1.651,0.66,10
0.029,7.5,1.839,0.83,6
0.011,15,0.961,0.53,27
0.011,0,1.29,0.55,6.1
0.011,11,1.461,0.53,22
0.011,15,0.921,0.5,13
0.022,0,1.962,0.83,2
0.011,7.5,1.121,0.62,30
0.011,15,1.831,0.8,38
0.011,15,1.651,0.74,3
0.011,15,0.42,0.64,21.6
0.055,0,2.68,2.46,288
0.026,0,2.746,1.33,66
0.022,16.8,2.232,1.32,19
0.034,0,2.594,1.68,188
0.031,0,2.161,1.34,43
0.021,16.8,3.301,1.76,43
0.029,0,3.239,1.62,25
0.011,0,23.121,2.11,67
0.044,0,2.304,1.37,37
0.055,0,2.555,1.56,39
0.033,0,3.683,2.18,58
0.011,0,1.341,0.73,10
0.052,0,4.622,1.38,19
0.011,0,1.341,0.83,2
0.055,0,4.085,2.37,15
0.015,0,1.49,1.4,38.8
0.017,19.4,1.897,1.38,42
0.015,19.4,1.665,1,178
0.01,19.4,1.14,2.17,108
0.021,0,1.2,1.7,92.4
0.036,0,1.47,2.85,672
0.014,9.7,1.624,1.02,104
0.039,0,2.529,1.94,276
0.016,0,2.076,1.23,24
0.029,9.7,1.959,1.39,39
0.026,0,3.286,2.55,316
0.014,19.4,2.504,1.88,126
0.017,19.4,2.137,1.6,156
0.018,0,2.498,1.71,34
0.016,19.4,2.086,1.28,226
0.024,19.4,3.714,2.85,360
0.011,35.2,1.621,1.03,35
0.023,19.4,2.493,1.85,140
0.046,0,2.896,2.09,54
0.019,0,2.099,1.26,15
0.027,0,3.007,2.27,252
0.055,0,2.845,2.16,264
0.024,0,2.704,1.92,172
0.007,0,0.8,0.84,49.7
0.015,0,1.12,1.88,190.8
0.002,0,0.742,0.41,4
0.011,0,1.451,0.57,2
0.006,0,1.386,0.49,5
0.005,0,0.815,0.37,15
0.004,0,0.934,0.54,47
0.004,0,1.184,0.53,2
0.006,0,1.486,0.53,19
0.011,0,1.261,0.64,5
0.006,0,1.16,0.56,5
0.002,0,0.39,0.66,9.15
0.011,0,0.981,0.58,7
0.025,0,1.365,0.55,4
0.022,0,1.602,0.94,22
0.011,0,2.061,0.54,2
0.022,0,2.552,0.54,2
0.022,0,0.72,0.82,2.8
0.011,0,1.431,0.44,5
0.011,0,1.091,0.65,17
0.011,0,1.761,0.66,4
0.055,0,1.105,0.58,60
0.011,0,1.141,0.78,17
0.022,0,1.032,0.6,2
0.006,0,0.99,0.49,15.5
0.011,0,0.841,0.5,2
0.005,0,0.38,0.21,31
0.055,0,2.655,1.33,4
0.006,0,1.186,0.6,11
0.011,0,1.431,0.6,16
0.011,0,1.961,0.6,3
0.004,0,1.164,0.55,10
0.004,0,2.274,0.96,97
0.004,0,1.344,0.61,12
0.002,0,0.802,0.21,11
0.004,0,3.014,0.52,2
0.011,0,2.911,0.72,11
0.002,0,1.382,0.7,48
0.022,0,2.822,0.94,2
0.011,0,1.981,0.89,236
0.022,5.8,3.102,0.72,2
0.022,0,2.422,0.82,3
0.013,5.8,3.693,0.66,2
0.011,0,2.831,0.92,23
0.012,0,3.162,1,15
0.055,0,1.795,1.03,64
0.014,0,2.914,1.13,22
0.022,0,1.982,1.08,68
0.055,0,1.965,1.07,36
0.007,32.2,0.997,0.5,2
0.013,32.2,0.858,0.79,2
0.002,32.2,0.472,0.34,2
0.003,16.1,0.623,0.42,2
0.004,32.2,0.754,0.71,2
0.005,32.2,0.415,0.27,2
0.013,0,1.443,0.91,2
0.019,16.1,1.039,0.73,2
0.016,32.2,0.876,0.35,2
0.022,35.4,2.192,1.62,87
0.022,0,4.252,3.55,303
0.011,21.3,2.131,1.57,36
0.011,0,1.131,0.75,27
0.026,0,2.216,1.63,80
0.022,0,2.372,2.12,189
0.027,0,1.177,0.68,22
0.022,0,1.672,0.97,10
0.055,0,1.455,0.84,11
0.017,0,1.557,1.23,36
0.055,0,2.585,1.5,3
0.007,3.4,0.627,0.43,12
0.017,6.8,1.607,1.1,40
0.014,6.8,0.714,0.67,4
0.011,6.8,1.091,0.92,13
0.005,6.8,0.555,0.32,42
0.011,3.4,1.161,1.04,12
0.007,6.8,1.207,0.55,6
0.006,6.8,0.696,0.49,8
0.017,0,1.227,0.58,30
0.052,0,1.542,1.18,7
0.011,0,1.091,0.79,78
0.102,6.8,2.342,1.41,14
0.011,0,1.141,0.96,9
0.062,12.2,1.922,1.1,5
0.011,0,0.936,0.87,17
0.11,0,2.69,1.81,6
0.012,0,1.602,1.51,18
0.052,0,1.892,1.28,37
0.055,0,1.675,1.16,9
0.204,0,3.164,1.5,2
0.005,7.2,0.43,0.28,2.2
0.007,3.6,0.46,0.28,7.4
0.004,7.2,0.68,0.64,5.9
0.004,12.5,1.414,1.33,9
0.003,12.5,1.003,0.86,15
0.008,12.5,1.048,0.66,19
0.006,6.25,1.306,1.05,31
0.011,0,1.491,1.05,13
0.011,6.25,1.071,0.93,11
0.01,12.5,1.55,1.05,33
0.011,12.5,1.071,0.95,12
0.006,12.5,1.246,0.8,33
0.022,0,1.642,1.08,2
0.011,0,0.826,0.76,6
0.011,0,0.931,0.73,19
0.011,10,1.481,0.81,4
0.011,0,0.821,0.75,12
0.022,0,1.822,1.48,42
0.022,12.7,1.872,0.78,23
0.011,0,1.471,1.39,53
0.055,0,1.915,1.38,122
0.022,0,1.502,0.91,30
0.071,0,2.061,1.1,3
0.018,16.4,1.06,0.69,198
0.009,8.2,0.72,0.5,58.9
0.011,16.4,0.76,0.64,29.3
0.037,17.8,0.68,0.57,130
0.016,17.8,0.72,0.64,19.6
0.011,8.9,0.63,0.43,43.3
0.004,0,0.494,0.44,7
0.004,0,1.214,0.65,6
0.011,0,1.251,0.95,8
0.002,0,0.792,0.59,21
0.011,0,1.261,1.16,12
0.002,0,0.692,0.55,9
0.004,0,0.954,0.77,6
0.011,0,1.391,0.97,2
0.004,0,1.234,1.1,8
0.011,0,1.501,1.3,78
0.011,38.4,1.711,1.44,104
0.011,0,1.211,1.14,138
0.022,0,1.712,1.48,254
0.022,0,2.622,2.23,287
0.014,30,2.344,1.96,277
0.011,0,1.401,1.27,60
0.011,0,1.491,1.26,84
0.328,0,3.068,1.22,6
0.011,13.8,0.796,0.73,7
0.004,27.6,0.434,0.36,4
0.011,27.6,1.631,0.91,10
0.011,27.6,0.971,0.88,9
0.03,27.6,1.07,0.67,4
0.002,27.6,0.442,0.28,2
0.031,13.8,1.121,0.77,14
0.011,0,1.531,0.97,2
0.004,27.6,0.734,0.71,4
0.014,0,1.374,0.88,5
0.022,0,1.262,0.98,7
0.011,0,1.271,1.19,17
0.022,0,1.372,0.91,3
0.011,6.6,1.391,0.68,6
0.011,0,1.101,0.78,6
0.011,7.6,1.451,0.85,4
0.016,0,1.006,0.46,5
0.011,0,0.671,0.47,2
0.011,0,0.701,0.6,11
0.083,0,2.303,1.19,2
0.036,0,0.986,0.63,2
0.015,0,1.085,0.54,2
0.011,0,1.381,0.51,2
0.004,0,0.634,0.61,2
0.011,0,0.806,0.74,3
0.002,0,0.432,0.31,2
0.004,0,1.114,0.58,2
0.011,0,0.906,0.84,2
0.005,0,0.355,0.3,2
0.034,1.9,3.999,3.91,43
0.011,0,0.961,0.59,2
0.011,0,0.901,0.68,2
0.022,0,1.452,1.01,4
0.011,0,0.931,0.71,2
0.014,0,1.444,0.66,2
0.028,0,4.198,2.99,76
0.032,0,1.462,0.89,3
0.013,0,1.183,0.79,3
0.011,0,0.986,0.92,5
0.073,0,2.533,1.27,5
0.009,0,1.019,0.64,4
0.012,0,1.432,0.6,2
0.009,0,1.889,0.75,2
