Year,STATION,pH,250mLandCover_Natural,DissolvedOxygen,Population,Chloride,Nitrite,TotalSuspendedSolids,Nitrogen_Kjeldahl,TotalPhosphorus
2003,6008310302,8.0,0.0,20.3,0.0,168.0,0.027000000000000003,22.4,0.84,0.06420289999999984
2003,6008000702,9.0,0.0,25.87,0.0,197.0,0.0279999999999999,2.2,0.62,0.0432996999999996
2003,6008310402,8.0,0.0,20.1,0.0,48.9,0.005,3.4,0.45,0.037410799999999564
2003,6009701802,8.0,0.0,23.63000000000001,0.0,65.6,0.011000000000000001,8.2,0.57,0.040025849999999905
2003,6008200302,8.0,0.0,25.72,0.0,667.0,0.034,5.9,0.64,0.04241630000000015
2003,6008000702,9.0,0.0,35.71,0.0,207.0,0.016,8.9,0.51,0.047197549999999665
2003,6009701102,8.0,0.0,26.29,0.0,170.0,0.023,6.3,0.49,0.03789514999999984
2003,6008000602,9.0,0.0,29.93,0.0,543.0,0.011000000000000001,1.9,0.49,0.030606349999999966
2003,6008310302,8.0,0.0,18.05,0.0,209.0,0.0279999999999999,37.1,0.87,0.07465535000000095
2003,6008301802,8.0,0.0,21.63000000000001,0.0,49.0,0.011000000000000001,4.7,0.45,0.0364101999999999
2003,6008310402,8.0,0.0,20.3,0.0,43.2,0.012,10.3,0.54,0.051046999999999905
2003,6008300902,8.0,0.0,24.01,0.0,18.6,0.017,8.9,0.3,0.04120831666666642
2003,6008000702,8.0,0.0,17.97,0.0,194.0,0.002,6.2,0.57,0.04433305000000007
2003,6008200302,9.0,0.0,17.84,0.0,375.0,0.013000000000000001,3.4,0.61,0.04017389999999967
2003,6008000602,8.0,0.0,18.46,0.0,365.0,0.01,0.5,0.5,0.030016399999999877
2003,6008310302,8.0,0.0,15.59,0.0,153.0,0.0139999999999999,31.1,0.64,0.06954154999999992
2003,6008301802,8.0,0.0,16.45,0.0,50.0,0.005,2.1,0.32,0.029668649999999734
2003,6008310402,8.0,0.0,16.3,0.0,41.3,0.005,3.7,0.38,0.034804499999999655
2003,6008300902,8.0,0.0,16.27,0.0,12.4,0.0069999999999999,11.2,0.21,0.03771731666666647
2003,6008200302,9.0,0.0,27.89,0.0,815.0,0.015,4.2,0.45,0.03304244999999987
2003,6009701802,8.0,0.0,16.25,0.0,47.6,0.006,6.3,0.42,0.04394880000000002
2003,6009701102,9.0,0.0,19.98,0.0,93.3,0.006,7.8,0.36,0.040697499999999893
2003,6008000702,8.0,0.0,19.69,0.0,179.0,0.001,2.0,0.29,0.02336149999999994
2003,6008000602,9.0,0.0,23.59,0.0,440.0,0.009000000000000001,5.1,0.45,0.03278460000000004
2003,6008310402,8.0,0.0,16.4,0.0,38.5,0.008,4.2,0.4,0.036007849999999675
2003,6008300902,8.0,0.0,19.75,0.0,13.8,0.011000000000000001,6.2,0.22,0.03663638333333288
2003,6008310302,8.0,0.0,12.47,0.0,177.0,0.009000000000000001,34.8,0.54,0.05788315000000025
2003,6008301802,8.0,0.0,18.07,0.0,46.9,0.005,2.1,0.36,0.03280254999999958
2003,6008310402,8.0,0.0,20.4,0.0,35.9,0.005,54.7,1.21,0.12141579999999993
2003,6008301802,8.0,0.0,20.29,0.0,48.2,0.008,60.0,0.87,0.11022974999999985
2003,6008300902,8.0,0.0,22.18,0.0,20.9,0.012,21.3,0.46,0.057567800000000245
2003,6008310302,8.0,0.0,21.67,0.0,66.4,0.027000000000000003,109.0,0.9,0.13855724999999855
2003,6009701102,8.0,0.0,20.47,0.0,64.9,0.033,34.0,0.69,0.07944050000000036
2003,6009701802,8.0,0.0,20.130000000000013,0.0,68.8,0.018000000000000002,4.1,0.64,0.0366448999999993
2003,6008200302,8.0,0.0,20.08,0.0,237.0,0.016,11.2,0.62,0.043843899999999554
2003,6008000702,8.0,0.0,18.32,0.0,160.0,0.018000000000000002,13.7,0.73,0.05759995000000001
2003,6008000602,8.0,0.0,19.87,0.0,177.0,0.0139999999999999,11.6,0.6,0.04365939999999985
2003,6008000602,8.0,0.0,20.130000000000013,0.0,205.0,0.025,5.5,0.4,0.03425534999999954
2003,6008000702,9.0,0.0,24.4,0.0,184.0,0.012,2.5,0.52,0.03128299999999998
2003,6008301802,8.0,0.0,25.79,0.0,95.7,0.01,9.8,0.35,0.040257000000000064
2003,6008310402,8.0,0.0,25.96,0.0,51.6,0.005,3.7,0.48,0.036177699999999764
2003,6008200302,8.0,0.0,20.130000000000013,0.0,384.0,0.043,11.7,0.49,0.06547409999999942
2003,6008300902,8.0,0.0,25.91,0.0,30.3,0.0069999999999999,2.2,0.35,0.03209099999999945
2003,6008310302,8.0,0.0,23.65,0.0,132.0,0.015,11.9,0.59,0.044405249999999466
2003,6009701802,8.0,0.0,21.57,0.0,67.3,0.016,7.1,0.65,0.03828414999999956
2003,6008000702,8.0,0.0,23.5,0.0,151.0,0.055,12.6,0.7,0.07554689999999958
2003,6008310302,8.0,0.0,29.72,0.0,102.0,0.043,12.3,0.75,0.06455745000000075
2003,6008301802,8.0,0.0,16.47,0.0,47.1,0.011000000000000001,4.4,0.42,0.03849804999999994
2003,6008200302,8.0,0.0,23.81,0.0,312.0,0.05,14.1,0.61,0.05558259999999943
2003,6008300902,8.0,0.0,28.45,0.0,32.4,0.017,8.0,0.4,0.04372025000000027
2003,6008000602,8.0,0.0,24.21,0.0,326.0,0.047,10.2,0.6,0.054027549999999605
2003,6008310402,8.0,0.0,30.05,0.0,50.1,0.011000000000000001,4.4,0.43,0.035602249999999946
2003,6009701102,7.0,0.0,24.49,0.0,121.0,0.018000000000000002,5.9,0.42,0.04041289999999994
2003,6009701802,8.0,0.0,23.99,0.0,62.7,0.017,4.3,0.54,0.03594309999999979
2004,6008000602,8.0,0.0,24.05,5627.0,347.0,0.047,20.3,1.32,0.086832850000001
2004,6008000702,8.0,0.0,23.69,6609.0,155.0,0.045,29.1,1.2,0.07839769999999979
2004,6008200302,9.0,0.0,24.34,6207.0,664.0,0.039,5.6,0.55,0.03803204999999993
2004,6009701102,9.0,0.0,23.91,6212.0,186.0,0.022000000000000002,10.6,0.6,0.05223069999999947
2004,6008301802,8.0,0.0,23.8,5171.0,47.8,0.003,5.8,0.39,0.035870850000000204
2004,6008300902,8.0,0.0,24.17,5977.0,36.2,0.0069999999999999,9.6,0.39,0.038934000000000385
2004,6008310402,8.0,0.0,23.79,5171.0,50.2,0.003,3.6,0.4,0.03282349999999998
2004,6008310302,8.0,0.0,24.15,5145.0,120.0,0.02,26.6,0.79,0.0699643999999995
2004,6009701802,8.0,0.0,21.96,5414.0,81.6,0.01,13.8,0.57,0.043020900000000195
2004,6008000602,9.0,0.0,27.85,5627.0,552.0,0.026000000000000002,5.2,0.6,0.039186150000000114
2004,6008000702,8.0,0.0,24.05,6609.0,260.0,0.0279999999999999,6.7,0.66,0.055691150000000016
2004,6008310402,8.0,0.0,23.54,5171.0,47.5,0.0069999999999999,4.6,0.39,0.034853000000000085
2004,6008301802,8.0,0.0,23.78,5171.0,48.8,0.0069999999999999,5.1,0.37,0.03509685000000013
2004,6008310302,8.0,0.0,23.5,5145.0,102.0,0.015,31.7,0.7,0.06875145000000017
2004,6008300902,8.0,0.0,27.63000000000001,5977.0,25.7,0.0069999999999999,2.4,0.25,0.03097844999999993
2004,6008200302,9.0,0.0,26.44,6207.0,732.0,0.034,4.2,0.48,0.027290849999999752
2004,6009701102,8.0,0.0,19.51,6212.0,206.0,0.016,10.7,0.66,0.04120019999999954
2004,6009701802,8.0,0.0,22.16,5414.0,65.8,0.011000000000000001,13.2,0.46,0.04125190000000048
2004,6008200302,8.0,0.0,18.21,6207.0,276.0,0.038,13.0,0.63,0.06572969999999931
2004,6008000702,8.0,0.0,20.25,6609.0,140.0,0.01,2.2,0.45,0.026707699999999945
2004,6009701802,8.0,0.0,18.2,5414.0,58.5,0.016,6.4,0.51,0.03905210000000014
2004,6009701102,9.0,0.0,20.49,6212.0,147.0,0.016,6.3,0.45,0.03767454999999983
2004,6008000602,8.0,0.0,19.62,5627.0,239.0,0.0139999999999999,3.0,0.43,0.028252199999999866
2004,6008000702,9.0,0.0,23.54,6609.0,182.0,0.006,3.2,0.54,0.030222649999999872
2004,6008301802,9.0,0.0,19.95,5171.0,48.4,0.005,2.5,0.37,0.035369399999999954
2004,6008310402,8.0,0.0,16.39,5171.0,41.8,0.004,11.3,0.54,0.05408294999999991
2004,6008300902,8.0,0.0,17.72,5977.0,24.5,0.016,59.0,0.62,0.08481174999999878
2004,6008200302,8.0,0.0,16.07,6207.0,132.0,0.032,30.8,0.65,0.08031325000000113
2004,6008310302,8.0,0.0,16.3,5145.0,75.5,0.091,613.0,2.9,0.567945999999999
2004,6008000602,9.0,0.0,15.68,5627.0,105.0,0.009000000000000001,1.1,0.49,0.03339679999999997
2004,6009701102,9.0,0.0,12.01,6212.0,98.0,0.021,82.9,0.78,0.09996719999999938
2004,6009701802,8.0,0.0,16.2,5414.0,44.1,0.026000000000000002,62.7,1.12,0.13880990000000015
2004,6009701802,8.0,0.0,19.83,5414.0,66.6,0.012,5.5,0.52,0.03673250000000027
2004,6008000602,9.0,0.0,21.76,5627.0,281.0,0.013000000000000001,1.4,0.42,0.03111959999999989
2004,6008200302,9.0,0.0,21.61,6207.0,360.0,0.0139999999999999,2.6,0.46,0.032728299999999946
2004,6008310302,8.0,0.0,21.69,5145.0,95.0,0.012,39.9,0.74,0.0837075500000001
2004,6008310402,8.0,0.0,20.17,5171.0,39.3,0.009000000000000001,5.0,0.39,0.03752950000000026
2004,6008300902,8.0,0.0,23.68,5977.0,19.0,0.012,3.5,0.25,0.03983464999999958
2004,6008301802,8.0,0.0,21.95,5171.0,48.0,0.009000000000000001,2.9,0.33,0.03364974999999989
2004,6008000702,9.0,0.0,28.28,6609.0,175.0,0.01,3.7,0.47,0.033050099999999985
2004,6008310402,8.0,0.0,21.64,5171.0,40.5,0.008,1.8,0.28,0.030948999999999734
2004,6008301802,8.0,0.0,24.21,5171.0,48.4,0.008,2.7,0.27,0.031357050000000185
2004,6008300902,8.0,0.0,16.060000000000002,5977.0,46.2,0.009000000000000001,2.1,0.28,0.026476783333333167
2004,6008000602,8.0,0.0,28.48,5627.0,429.0,0.018000000000000002,3.3,0.41,0.028498899999999848
2004,6008200302,9.0,0.0,26.19,6207.0,528.0,0.01,10.0,0.54,0.038374449999999435
2004,6008000702,9.0,0.0,28.16,6609.0,239.0,0.006,8.5,0.42,0.044433750000000015
2004,6008310302,8.0,0.0,24.37,5145.0,117.0,0.006,12.2,0.39,0.0429691999999999
2004,6008000702,8.0,0.0,23.98,6609.0,135.0,0.001,4.3,0.55,0.029604349999999974
2004,6008000602,8.0,0.0,22.28,5627.0,210.0,0.016,9.7,0.44,0.04070759999999994
2004,6008200302,9.0,0.0,23.62,6207.0,270.0,0.015,4.5,0.59,0.03427585000000003
2004,6009701102,9.0,0.0,23.78,6212.0,150.0,0.008,2.5,0.49,0.029375899999999976
2004,6008300902,8.0,0.0,20.36,5977.0,14.6,0.004,1.2,0.15,0.02227196666666676
2004,6008310402,8.0,0.0,20.18,5171.0,42.9,0.003,2.5,0.31,0.032959000000000044
2004,6009701802,8.0,0.0,23.97,5414.0,43.7,0.006,3.4,0.29,0.031508849999999936
2004,6008310302,8.0,0.0,17.93,5145.0,99.4,0.003,12.9,0.38,0.04420704999999984
2004,6008301802,8.0,0.0,20.44,5171.0,48.3,0.005,3.0,0.28,0.029344749999999947
2004,6008000702,8.0,0.0,26.05,6609.0,236.0,0.009000000000000001,2.3,0.27,0.02438171666666664
2004,6008000602,8.0,0.0,22.41,5627.0,362.0,0.027000000000000003,1.6,0.41,0.029263099999999667
2004,6008200302,9.0,0.0,26.42,6207.0,330.0,0.018000000000000002,2.5,0.4,0.029481049999999797
2004,6008310402,8.0,0.0,23.63000000000001,5171.0,43.3,0.011000000000000001,2.0,0.34,0.03432064999999998
2004,6008300902,9.0,0.0,26.13000000000001,5977.0,15.8,0.008,1.2,0.16,0.022305116666666715
2004,6008310302,9.0,0.0,21.71,5145.0,88.0,0.006,11.3,0.39,0.04678935000000005
2004,6008301802,9.0,0.0,23.99,5171.0,46.0,0.008,2.8,0.26,0.02927540000000009
2004,6009701802,8.0,0.0,22.01,5414.0,48.5,0.008,6.3,0.28,0.027743199999999992
2004,6009701102,9.0,0.0,26.42,6212.0,131.0,0.019,8.4,0.28,0.023141633333333366
2005,6008000702,8.0,0.0,21.8,6609.0,360.0,0.023,2.9,0.63,0.043397750000000436
2005,6008310302,8.0,0.0,24.29,5145.0,108.0,0.0069999999999999,9.4,0.39,0.04319715000000002
2005,6008200302,9.0,0.0,30.0,6207.0,1150.0,0.0279999999999999,61.3,0.68,0.09443139999999954
2005,6008300902,8.0,0.0,25.67,5977.0,26.5,0.0069999999999999,3.3,0.26,0.03358969999999985
2005,6008310402,8.0,0.0,21.82,5171.0,48.3,0.01,16.7,0.47,0.05462030000000033
2005,6008000602,8.0,0.0,21.62,5627.0,742.0,0.0289999999999999,5.0,0.53,0.029846149999999582
2005,6008301802,8.0,0.0,22.27,5171.0,47.0,0.005,30.2,0.52,0.06643719999999913
2005,6009701802,9.0,0.0,24.5,5414.0,75.5,0.008,4.9,0.44,0.03478640000000014
2005,6009701102,8.0,0.0,22.08,6212.0,263.0,0.0139999999999999,7.7,0.48,0.03318655000000014
2005,6008310302,9.0,0.0,24.5,5145.0,124.0,0.006,7.9,0.53,0.04665929999999984
2005,6008301802,9.0,0.0,22.16,5171.0,51.8,0.004,4.8,0.37,0.03502965000000002
2005,6008000702,9.0,0.0,26.45,6609.0,305.0,0.012,9.1,0.58,0.04093169999999983
2005,6008300902,8.0,0.0,24.17,5977.0,29.8,0.005,3.1,0.26,0.031068099999999942
2005,6008200302,9.0,0.0,29.98,6207.0,755.0,0.033,6.2,0.53,0.03640739999999996
2005,6008310402,8.0,0.0,23.7,5171.0,50.1,0.004,12.6,0.39,0.04578545000000043
2005,6008000602,8.0,0.0,23.55,5627.0,543.0,0.018000000000000002,3.9,0.5,0.027564999999999822
2005,6009701102,9.0,0.0,22.11,6212.0,204.0,0.016,7.8,0.55,0.034653899999999835
2005,6009701802,9.0,0.0,22.48,5414.0,69.8,0.008,4.8,0.4,0.033553399999999955
2005,6008500402,8.0,0.0,10.0,2072.0,503.0,0.0409999999999999,10.0,1.1,0.05978455000000001
2005,6008300402,9.0,0.0,10.0,5345.0,107.0,0.003,6.0,0.5,0.041131350000000046
2005,6008301802,9.0,0.0,28.52,5171.0,52.5,0.013000000000000001,6.1,0.38,0.04457070000000013
2005,6008300902,9.0,0.0,19.96,5977.0,13.8,0.02,21.1,0.21,0.04209845000000047
2005,6008200302,9.0,0.0,20.15,6207.0,738.0,0.038,2.1,0.52,0.033986099999999755
2005,6008310302,8.0,0.0,7.93,5145.0,43.5,0.009000000000000001,4.9,0.36,0.04270624999999986
2005,6008310402,9.0,0.0,15.77,5171.0,210.0,0.013000000000000001,51.7,0.65,0.07540765000000049
2005,6008000702,8.0,0.0,19.81,6609.0,296.0,0.0069999999999999,2.7,0.49,0.02992994999999963
2005,6008000602,8.0,0.0,14.04,5627.0,640.0,0.012,0.8,0.4,0.02611860000000011
2005,6008300402,8.0,0.0,8.0,5345.0,135.0,0.012,8.0,0.6,0.03982849999999993
2005,6008500402,8.0,0.0,5.0,2072.0,372.0,0.0579999999999999,46.0,1.4,0.13523620000000175
2005,6009701102,8.0,0.0,18.23,6212.0,194.0,0.018000000000000002,6.7,0.55,0.036829249999999834
2005,6009701802,9.0,0.0,17.5,5414.0,45.1,0.013000000000000001,9.2,0.44,0.04692514999999995
2005,6008301802,8.0,0.0,23.58,5171.0,101.1,0.06,11.3,1.01,0.08085175000000072
2005,6008500302,8.0,0.0,9.0,2192.0,138.0,0.027000000000000003,15.0,0.6,0.07200145000000009
2005,6008000702,8.0,0.0,23.52,6609.0,166.0,0.021,4.8,0.61,0.044018750000000405
2005,6008300902,8.0,0.0,25.73,5977.0,23.5,0.0139999999999999,20.9,0.44,0.04511145000000028
2005,6008310402,8.0,0.0,20.05,5171.0,44.4,0.009000000000000001,10.9,0.49,0.05214695000000024
2005,6008500402,8.0,0.0,8.0,2072.0,323.0,0.025,27.0,0.9,0.0777052500000008
2005,6008310302,8.0,0.0,18.23,5145.0,89.5,0.06,139.0,1.6,0.23919199999999904
2005,6008301202,8.0,0.0,16.0,0.0,371.0,0.096,5.0,0.8,0.05594549999999963
2005,6008501402,8.0,0.0,8.0,4638.0,205.0,0.555,7.0,2.9,0.10883430000000018
2005,6008000602,8.0,0.0,25.56,5627.0,343.0,0.0139999999999999,2.2,0.52,0.026587499999999792
2005,6008300402,8.0,0.0,10.0,5345.0,86.9,0.006,10.0,0.4,0.03528974999999977
2005,6009701102,9.0,0.0,22.05,6212.0,336.0,0.009000000000000001,17.6,0.8300000000000001,0.07648269999999967
2005,6009400202,8.0,0.0,10.0,5179.0,237.0,0.012,5.0,0.7,0.05062665000000021
2005,6008300202,10.0,0.0,10.0,6793.0,122.0,0.046,56.0,1.9,0.20592159999999918
2005,6008301902,8.0,0.0,12.0,0.0,140.0,0.064,5.0,0.7,0.07747334999999897
2005,6008200302,8.0,0.0,18.92,6207.0,782.0,0.053,7.2,1.35,0.056881850000000136
2005,6009701302,8.0,0.0,8.0,6212.0,90.4,0.016,5.0,0.5,0.03548060000000004
2005,6009701802,8.0,0.0,15.65,5414.0,42.4,0.011000000000000001,12.4,0.47,0.04477780000000035
2005,6008310402,8.0,0.0,15.86,5171.0,39.6,0.005,2.2,0.32,0.032430399999999866
2005,6008300202,8.0,0.0,7.0,6793.0,118.0,0.042,49.0,1.4,0.15265694999999954
2005,6008200302,9.0,0.0,19.630000000000013,6207.0,926.0,0.079,6.3,1.19,0.07811809999999982
2005,6008301902,9.0,0.0,13.0,0.0,146.0,0.012,5.0,0.7,0.045246400000000034
2005,6008000602,9.0,0.0,20.47,5627.0,374.0,0.012,3.6,0.4,0.03226794999999984
2005,6008300402,8.0,0.0,9.0,5345.0,97.2,0.019,5.0,0.5,0.03825165000000014
2005,6008310302,8.0,0.0,13.59,5145.0,128.0,0.002,54.8,0.69,0.0882401999999999
2005,6008301202,8.0,0.0,12.0,0.0,346.0,0.10800000000000001,5.0,1.0,0.06435369999999967
2005,6008300902,8.0,0.0,15.81,5977.0,12.7,0.006,3.8,0.15,0.029184100000000237
2005,6008500402,8.0,0.0,7.0,2072.0,301.0,0.001,10.0,0.9,0.06897179999999942
2005,6008000702,8.0,0.0,21.7,6609.0,218.0,0.002,7.0,0.28,0.021964483333333472
2005,6008301802,8.0,0.0,15.8,5171.0,94.5,0.011000000000000001,9.0,0.8400000000000001,0.05771760000000064
2005,6008500302,8.0,0.0,8.0,2192.0,114.0,0.012,5.0,0.6,0.045635199999999834
2005,6009701802,9.0,0.0,18.24,5414.0,36.5,0.009000000000000001,12.0,0.38,0.04625175000000052
2005,6009701102,9.0,0.0,23.56,6212.0,147.0,0.003,5.3,0.38,0.03109670000000013
2005,6009400202,8.0,0.0,5.0,5179.0,300.0,0.024,6.0,1.1,0.06302839999999939
2005,6009701302,8.0,0.0,6.0,6212.0,78.5,0.008,23.0,0.5,0.04851050000000007
2005,6008501402,8.0,0.0,6.0,4638.0,194.0,0.382,17.0,3.3,0.1038825499999985
2005,6008200302,8.0,0.0,10.0,6207.0,322.0,0.006,5.0,0.6,0.037178100000000054
2005,6008000602,8.0,0.0,19.71,5627.0,243.0,0.01,3.8,0.39,0.028359699999999852
2005,6008310302,8.0,0.0,18.46,5145.0,104.0,0.006,24.9,0.44,0.054590649999999324
2005,6008500402,8.0,0.0,10.0,2072.0,175.0,0.009000000000000001,8.0,0.5,0.04743805000000037
2005,6008310402,8.0,0.0,18.0,5171.0,41.0,0.006,1.7,0.36,0.035033699999999945
2005,6008301202,8.0,0.0,12.0,0.0,258.0,0.066,5.0,0.8,0.06149779999999976
2005,6008300402,8.0,0.0,9.0,5345.0,93.6,0.003,6.0,0.3,0.05673345000000065
2005,6008300202,8.0,0.0,9.0,6793.0,99.5,0.015,12.0,0.8,0.06990350000000077
2005,6008000702,8.0,0.0,22.3,6609.0,192.0,0.0069999999999999,1.0,0.53,0.031100799999999755
2005,6008300902,8.0,0.0,19.18,5977.0,14.2,0.008,29.7,0.22,0.04256035000000058
2005,6008301902,9.0,0.0,11.0,0.0,122.0,0.01,5.0,0.5,0.04136844999999992
2005,6008301802,8.0,0.0,17.7,5171.0,94.8,0.011000000000000001,22.5,0.64,0.06357435000000072
2005,6008500302,8.0,0.0,12.0,2192.0,96.4,0.017,19.0,0.4,0.05355989999999986
2005,6009701802,8.0,0.0,23.57,5414.0,51.7,0.012,6.6,0.48,0.03715185000000041
2005,6009701102,9.0,0.0,25.9,6212.0,187.9,0.0279999999999999,10.9,1.17,0.08187420000000038
2005,6009701302,8.0,0.0,10.0,6212.0,68.7,0.016,21.0,0.5,0.05246084999999952
2005,6009400202,8.0,0.0,10.0,5179.0,234.0,0.0139999999999999,5.0,0.5,0.04220870000000032
2005,6008501402,8.0,0.0,10.0,4638.0,244.8,0.41600000000000004,61.9,5.4,0.18641810000000208
2005,6008000702,8.0,0.0,23.77,6609.0,153.0,0.018000000000000002,8.3,0.67,0.04800365000000026
2005,6008310402,8.0,0.0,22.15,5171.0,42.2,0.003,3.5,0.4,0.03535430000000012
2005,6008301802,8.0,0.0,22.15,5171.0,99.8,0.0069999999999999,66.9,0.29,0.04864594999999938
2005,6008000602,8.0,0.0,22.34,5627.0,236.0,0.025,8.8,0.58,0.05201604999999982
2005,6008300902,8.0,0.0,23.72,5977.0,13.7,0.004,7.0,0.2,0.030975016666666952
2005,6008200302,8.0,0.0,23.58,6207.0,411.0,0.096,35.6,0.75,0.0833311500000004
2005,6008310302,8.0,0.0,21.67,5145.0,77.8,0.004,25.0,0.44,0.0550687499999993
2005,6008501402,8.0,0.0,11.0,4638.0,355.0,0.36,17.6,3.75,0.0879942499999995
2005,6009701802,8.0,0.0,26.27,5414.0,37.1,0.009000000000000001,2.3,0.41,0.03197615000000003
2005,6009701102,8.0,0.0,31.54,6212.0,164.0,0.019,10.8,0.75,0.07342844999999983
2005,6008200302,8.0,0.0,27.31,6207.0,1352.0,0.034,21.5,0.8,0.08895940000000067
2005,6008501402,8.0,0.0,9.0,4638.0,188.0,0.055,10.0,4.3,0.10229144999999984
2005,6008500302,8.0,0.0,10.0,2192.0,130.0,0.018000000000000002,5.0,0.5,0.04525170000000051
2005,6008301202,8.0,0.0,15.0,0.0,370.0,0.049,15.0,0.9,0.052073849999999484
2005,6008300402,8.0,0.0,11.0,5345.0,89.1,0.005,5.0,0.5,0.03397865000000013
2005,6008500402,8.0,0.0,9.0,2072.0,240.0,0.02,5.0,0.6,0.05601765000000022
2005,6008301902,8.0,0.0,15.0,0.0,121.0,0.015,5.0,0.8,0.05410420000000013
2005,6009701102,8.0,0.0,30.1,6212.0,398.5,0.045,14.9,1.16,0.07637804999999988
2005,6008000702,8.0,0.0,29.18,6609.0,34.9,0.0289999999999999,4.7,0.52,0.039572350000000395
2005,6009701802,8.0,0.0,30.35,5414.0,62.6,0.0139999999999999,9.5,0.69,0.04286419999999976
2005,6009701302,8.0,0.0,12.0,6212.0,95.4,0.0069999999999999,10.0,0.6,0.04326754999999999
2005,6009400202,8.0,0.0,12.0,5179.0,319.0,0.021,5.0,0.5,0.03946565000000017
2005,6008310302,8.0,0.0,27.05,5145.0,83.0,0.039,36.3,1.21,0.10125870000000028
2005,6008000602,8.0,0.0,28.12,5627.0,1610.0,0.026000000000000002,23.2,0.62,0.09976804999999776
2005,6008310402,8.0,0.0,28.67,5171.0,52.7,0.008,3.5,0.46,0.03641990000000024
2005,6008301802,8.0,0.0,28.52,5171.0,95.5,0.01,7.8,0.85,0.05081760000000036
2005,6008300202,8.0,0.0,12.0,6793.0,76.5,0.03,20.0,1.2,0.08798879999999933
2005,6008300902,8.0,0.0,29.63,5977.0,23.0,0.008,13.4,0.27,0.03946185000000035
2005,6008500402,8.0,0.0,15.0,2072.0,1370.0,0.037000000000000005,3.0,0.5,0.03535839999999987
2005,6008301902,8.0,0.0,16.0,0.0,403.0,0.021,3.0,0.9,0.04471209999999982
2005,6008500302,8.0,0.0,8.0,2192.0,726.0,0.03,3.0,0.6,0.0638762499999999
2005,6008200302,8.0,0.0,16.0,6207.0,2420.0,0.063,3.0,0.6,0.04228690000000003
2005,6008301202,8.0,0.0,16.0,0.0,1610.0,0.07,3.0,1.3,0.04848339999999997
2005,6008300402,8.0,0.0,15.0,5345.0,140.0,0.008,9.0,0.7,0.046707350000000494
2005,6009701302,8.0,0.0,16.0,6212.0,126.0,0.009000000000000001,2.0,0.4,0.023938800000000156
2005,6009400202,8.0,0.0,16.0,5179.0,1320.0,0.052000000000000005,5.0,0.6,0.044869400000000184
