Unnamed: 0,STATION,DATE,"Nitrogen, Total Kjeldahl (TKN)",pH (lab),"Phosphorus, Total",Nitrates (Nitrate + Nitrite),"Conductivity, Specific","Solids, Suspended (TSS)","Chloride, Total",Nitrite,"Oxygen, Dissolved",pH (field),"Conductivity, Specific (Field)","Depth, Sample (Field)","Oxygen, Dissolved (% Saturation)","Conductivity, Ambient",Chloride (Field),Nitrate,"Carbon, Dissolved Organic (DOC)","Conductivity, Estimated",Nitrogen; total,Nitrogen; nitrite,Nitrogen; nitrate+nitrite,"Carbon, Dissolved Inorganic (DIC)",Conductivity (Calculated),LATITUDE,LONGITUDE,Phosphorus,Nitrogen
25,6008000602,10-22-2013,0.36,8.19,0.046,0.464,595.0,19.6,94.6,0.019,13.98,8.23,584.0,290.0,125.0,,,,,,0.89,,,,,43.60505563875,-79.55975310668,,
26,6008000602,10-22-2014,0.48,8.3,0.054,0.491,1180.0,3.8,235.0,0.016,13.85,8.17,1168.0,170.0,122.6,,,,,,0.76,,,,,43.60505563875,-79.55975310668,,
27,6008000602,10-23-2007,0.87,8.17,0.087,0.547,801.0,34.1,159.0,0.02,13.27,,,,,591.0,,,,,,,,,,43.60505563875,-79.55975310668,,
28,6008000602,10-23-2008,0.45,8.28,0.017,0.174,1530.0,2.0,376.0,0.008,30.47,8.0,1559.0,230.0,133.0,1559.0,,,,,,,,,,43.60505563875,-79.55975310668,,
29,6008000602,10-23-2019,,8.26,0.0375,,919.0,4.9,188.0,,11.11,8.18,920.0,195.0,101.5,,,,3.6,,,0.014,0.47,30.5,,43.60505563875,-79.55975310668,,
30,6008000602,10-24-2007,,,,,,,,,13.0,8.0,591.0,120.0,120.0,,,,,,,,,,,43.60505563875,-79.55975310668,,
31,6008000602,10-24-2018,,8.05,0.0826,,1930.0,13.6,434.0,,12.5,6.85,1879.0,320.0,103.4,,,,,,0.38,0.011,0.02,,,43.60505563875,-79.55975310668,,
32,6008000602,10-25-2017,,8.31,0.2297,,954.0,5.8,198.0,,11.16,8.48,974.0,175.0,103.8,,,,,,0.72,0.012,0.451,,,43.60505563875,-79.55975310668,,
33,6008000602,10-26-2012,0.19,8.36,0.003,0.45,1020.0,1.8,186.0,0.013,13.37,8.03,1016.0,290.0,121.4,,,,,,,,,,,43.60505563875,-79.55975310668,,
34,6008000602,10-27-2011,0.99,8.3,0.168,2.26,699.0,34.6,101.0,0.04,13.33,7.89,704.0,400.0,114.2,,,,,,,,,,,43.60505563875,-79.55975310668,,
35,6008000602,10-28-2003,0.4,8.21,0.025,0.665,941.0,5.5,205.0,0.025,20.130000000000003,8.0,930.0,430.0,85.0,930.0,362.2,,,,,,,,,43.60505563875,-79.55975310668,,
36,6008000602,10-29-2002,0.49,8.4,0.046,0.479,1080.0,20.0,202.0,0.009,,9.0,,,,,,,,,,,,,,43.60505563875,-79.55975310668,,
37,6008000602,10-29-2009,0.52,8.39,0.022,0.531,1340.0,4.4,289.0,0.014,27.5,8.0,1395.0,180.0,124.0,1395.0,,,,,,,,,,43.60505563875,-79.55975310668,,
38,6008000602,11-18-2008,0.82,8.2,0.102,2.66,904.0,19.8,166.0,0.035,32.3,8.0,891.0,160.0,115.0,891.0,,,,,,,,,,43.60505563875,-79.55975310668,,
39,6008000602,11-18-2009,0.32,8.16,0.009,0.296,1890.0,7.7,447.0,0.01,29.91,8.0,1966.0,300.0,122.0,1966.0,,,,,,,,,,43.60505563875,-79.55975310668,,
40,6008000602,11-19-2014,0.48,8.27,0.168,0.697,3690.0,3.9,1060.0,0.031,24.58,7.91,3705.0,250.0,172.4,,,,,,1.04,,,,,43.60505563875,-79.55975310668,,
41,6008000602,11-20-2013,0.54,8.39,0.023,0.715,1070.0,4.0,182.0,0.011,16.33,8.21,1037.0,305.0,122.7,,,,,,1.06,,,,,43.60505563875,-79.55975310668,,
42,6008000602,11-21-2012,0.34,8.29,0.003,0.414,1640.0,1.7,338.0,0.011,18.76,8.01,1672.0,350.0,151.7,,,,,,,,,,,43.60505563875,-79.55975310668,,
43,6008000602,11-21-2018,,8.2,0.0374,,2230.0,5.0,551.0,,13.67,7.36,2267.0,215.0,100.3,,,,,,1.36,0.025,1.26,,,43.60505563875,-79.55975310668,,
44,6008000602,11-22-2004,0.41,8.34,0.027,0.673,1500.0,1.6,362.0,0.027,22.41,8.0,1221.0,190.0,98.0,1221.0,,,,,,,,,,43.60505563875,-79.55975310668,,
45,6008000602,11-22-2017,,8.29,0.2658,,1100.0,4.1,202.0,,13.38,8.35,1074.0,140.0,105.3,,,,,,0.66,0.013,0.463,,,43.60505563875,-79.55975310668,,
46,6008000602,11-23-2006,0.43,8.5,0.031,1.97,1270.0,4.3,225.0,0.013,33.91,8.0,1181.0,270.0,126.0,1181.0,,,,,,,,,,43.60505563875,-79.55975310668,,
47,6008000602,11-23-2016,,8.29,0.156,,1550.0,1.8,369.0,,13.78,8.47,1588.0,210.0,99.3,,,,,,0.58,0.007,0.298,,,43.60505563875,-79.55975310668,,
48,6008000602,11-24-2005,0.62,8.34,0.134,1.71,5030.0,23.2,1610.0,0.026,28.12,8.0,4669.0,190.0,85.0,4669.0,,,,,,,,,,43.60505563875,-79.55975310668,,
49,6008000602,11-24-2011,0.4,8.27,0.024,0.527,903.0,2.9,171.0,0.023,12.09,8.27,871.0,270.0,96.6,,,,,,,,,,,43.60505563875,-79.55975310668,,
50,6008000602,11-25-2003,0.6,8.16,0.042,2.67,1400.0,10.2,326.0,0.047,24.21,8.0,940.0,345.0,95.0,940.0,645.6,,,,,,,,,43.60505563875,-79.55975310668,,
51,6008000602,11-25-2010,0.47,8.44,0.019,1.21,1160.0,3.6,225.0,0.009,14.74,8.13,1132.0,220.0,112.8,,,,,,,,,,,43.60505563875,-79.55975310668,,
52,6008000602,11-25-2015,,8.32,0.1754,,1410.0,0.8,287.0,,14.19,8.16,1469.0,200.0,104.4,,,,,,0.49,0.016,0.263,,,43.60505563875,-79.55975310668,,
53,6008000602,11-25-2020,,8.15,0.0369,,3280.0,12.1,846.0,,12.36,8.17,3252.0,270.0,99.6,,,,3.0,,,0.032,0.655,33.0,,43.60505563875,-79.55975310668,,
54,6008000602,11-26-2002,0.39,8.3,0.017,1.01,1990.0,2.7,486.0,0.029,57.84,8.0,2001.0,,217.0,2001.0,,,,,,,,,,43.60505563875,-79.55975310668,,
55,6008000602,11-27-2019,,8.3,0.0914,,2510.0,40.1,666.0,,11.74,8.33,2540.0,340.0,96.5,,,,5.4,,,0.079,1.7,48.7,,43.60505563875,-79.55975310668,,
56,6008000602,11-28-2007,0.88,8.28,0.185,1.07,2510.0,110.0,660.0,0.051,34.33,8.0,2675.0,100.0,125.0,2675.0,,,,,,,,,,43.60505563875,-79.55975310668,,
57,6008000602,12-10-2020,,8.21,0.0201,,5660.0,4.2,1520.0,,13.16,8.26,5665.0,180.0,101.0,,,,3.5,,,0.033,1.06,49.3,,43.60505563875,-79.55975310668,,
58,6008000602,12-11-2019,,8.07,0.146,,1910.0,82.3,507.0,,13.61,8.44,2023.0,255.0,95.8,,,,3.8,,,0.041,4.09,37.1,,43.60505563875,-79.55975310668,,
59,6008000602,12-12-2005,,,,,,,,,15.0,8.0,5836.0,200.0,108.0,,,,,,,,,,,43.60505563875,-79.55975310668,,
60,6008000602,12-12-2012,0.47,8.27,0.011,1.12,1280.0,3.3,264.0,0.029,19.92,8.06,1297.0,260.0,145.0,,,,,,,,,,,43.60505563875,-79.55975310668,,
61,6008000602,12-12-2018,,8.21,0.0451,,1970.0,2.9,449.0,,14.07,6.87,2027.0,170.0,101.5,,,,,,1.97,0.022,2.17,,,43.60505563875,-79.55975310668,,
62,6008000602,12-13-2006,1.12,8.28,0.06,,2180.0,11.0,891.0,0.061,12.0,8.0,1661.0,180.0,97.0,,,0.07,8.4,,,,,,,43.60505563875,-79.55975310668,,
63,6008000602,12-13-2017,,8.16,0.615,,7070.0,5.1,2340.0,,14.36,8.46,7489.0,160.0,102.1,,,,,,1.12,0.025,0.638,,,43.60505563875,-79.55975310668,,
64,6008000602,12-14-2011,0.44,8.63,0.02,1.71,1730.0,3.1,355.0,0.02,15.63,8.35,1932.0,330.0,118.0,,,,,,,,,,,43.60505563875,-79.55975310668,,
65,6008000602,12-14-2016,,8.21,0.538,,6120.0,112.0,1900.0,,14.39,8.39,6320.0,280.0,102.6,,,,,,0.89,0.035,0.769,,,43.60505563875,-79.55975310668,,
66,6008000602,12-15-2008,1.36,8.06,0.37,,2630.0,184.0,714.0,0.034,14.0,8.0,2930.0,290.0,111.0,,,0.5,4.8,,,,,,,43.60505563875,-79.55975310668,,
67,6008000602,12-15-2009,0.66,8.07,0.07,1.16,2450.0,24.5,631.0,0.037,14.0,8.0,2405.0,200.0,104.0,,,1.12,,2350.0,,,,,,43.60505563875,-79.55975310668,,
68,6008000602,12-16-2014,0.74,8.19,0.092,0.961,3370.0,70.9,938.0,0.072,13.63,7.98,3365.0,500.0,108.4,,,,,,1.52,,,,,43.60505563875,-79.55975310668,,
69,6008000602,12-16-2015,,8.13,0.2213999999999999,,1420.0,3.8,294.0,,12.04,8.12,1406.0,220.0,97.3,,,,,,1.03,0.029,0.679,,,43.60505563875,-79.55975310668,,
70,6008000602,12-17-2013,0.76,8.19,0.124,0.867,7010.0,5.7,2080.0,0.028,16.46,8.15,7333.0,700.0,116.7,,,,,,1.36,,,,,43.60505563875,-79.55975310668,,
71,6008000602,12-18-2003,,,,,,,,,13.0,8.0,3464.0,400.0,96.0,,6125.0,,,,,,,,,43.60505563875,-79.55975310668,,
72,6008000602,12-19-2007,0.61,8.23,0.03,,8590.0,10.0,2760.0,0.246,17.0,8.0,4462.0,180.0,121.0,,,1.31,5.6,,,,,,,43.60505563875,-79.55975310668,,
73,6008000602,12-20-2010,0.41,8.32,0.013,1.12,3840.0,5.2,1040.0,0.013,19.25,7.96,4057.0,315.0,135.8,,,,,,,,,,,43.60505563875,-79.55975310668,,
74,6008000602,12-21-2004,,,,,,,,,,,,,,,,,,,,,,,,43.60505563875,-79.55975310668,,
75,6008000602,2-18-2015,0.8,8.03,0.036,,7200.0,4.0,2060.0,,19.44,7.67,7236.0,260.0,136.4,,,,,,1.75,0.032,0.984,,,43.60505563875,-79.55975310668,,
76,6008000602,2-18-2016,,8.03,0.1805999999999999,,13400.0,6.3,4780.0,,14.32,-99.0,14124.0,130.0,102.1,,,,,,2.67,0.07,1.27,,,43.60505563875,-79.55975310668,,
77,6008000602,2-21-2018,,7.87,0.592,,1930.0,377.0,536.0,,12.95,8.31,1952.0,250.0,97.5,,,,,,1.26,0.037,0.941,,,43.60505563875,-79.55975310668,,
78,6008000602,2-22-2005,,,,,,,,,13.0,8.0,4660.0,,93.0,,,,,,,,,,,43.60505563875,-79.55975310668,,
79,6008000602,2-22-2006,0.562,8.23,0.03,,2340.0,2.0,526.0,0.065,21.0,7.0,2356.0,310.0,145.0,,,2.62,5.8,,,,,,,43.60505563875,-79.55975310668,,
80,6008000602,2-22-2017,,8.09,0.174,,4650.0,27.5,1370.0,,12.87,8.07,4724.0,280.0,98.1,,,,,,2.43,0.091,2.14,,,43.60505563875,-79.55975310668,,
81,6008000602,2-23-2012,0.48,8.18,0.025,0.758,4380.0,3.0,1270.0,0.047,17.87,8.36,4516.0,230.0,136.7,,,,,,,,,,,43.60505563875,-79.55975310668,,
82,6008000602,2-24-2004,,,,,,,,,,,,,,,,,,,,,,,,43.60505563875,-79.55975310668,,
83,6008000602,2-24-2010,0.73,8.11,0.028,1.11,12800.0,9.1,4420.0,0.094,16.88,7.39,13520.0,300.0,123.4,,,,,,,,,,,43.60505563875,-79.55975310668,,
84,6008000602,2-24-2011,0.56,8.42,0.035,1.8,5500.0,8.4,1670.0,0.04,16.84,8.21,5654.0,465.0,118.0,,,,,,,,,,,43.60505563875,-79.55975310668,,
85,6008000602,2-24-2014,0.86,8.01,0.073,0.981,4940.0,30.8,1420.0,0.097,20.92,8.35,5178.0,200.0,146.4,,,,,,1.81,,,,,43.60505563875,-79.55975310668,,
86,6008000602,2-25-2009,0.81,8.25,0.02,,6270.0,19.0,1980.0,0.058,18.0,8.0,6411.0,310.0,130.0,,,1.49,5.5,,,,,,,43.60505563875,-79.55975310668,,
87,6008000602,2-27-2007,1.32,8.14,0.04,,20400.0,2.0,8350.0,0.306,14.0,8.0,19492.0,115.0,105.0,,,3.9,9.0,,,,,,,43.60505563875,-79.55975310668,,
88,6008000602,2-27-2008,0.08,8.09,0.08,,7220.0,28.0,2200.0,0.244,15.0,8.0,6848.0,80.0,111.0,,,1.73,9.3,,,,,,,43.60505563875,-79.55975310668,,
89,6008000602,2-28-2013,0.64,8.04,0.073,0.766,8460.0,63.7,2690.0,0.055,18.93,7.9,8607.0,355.0,142.5,,,,,,,,,,,43.60505563875,-79.55975310668,,
90,6008000602,3-16-2016,,8.29,0.214,,1840.0,30.3,453.0,,12.28,8.19,1245.0,330.0,100.5,,,,,,2.88,0.026,2.41,,,43.60505563875,-79.55975310668,,
91,6008000602,3-18-2014,0.7,8.29,0.029,1.23,3190.0,11.9,884.0,0.047,17.17,8.18,3296.0,215.0,120.3,,,,,,1.76,,,,,43.60505563875,-79.55975310668,,
92,6008000602,3-19-2008,,8.01,0.26,,2020.0,184.0,493.0,0.07,15.0,8.0,1956.0,270.0,117.0,,,1.41,6.6,,,,,,,43.60505563875,-79.55975310668,,
93,6008000602,3-2-2020,,8.16,0.025,,7660.0,4.4,2450.0,,20.82,8.23,7651.0,180.0,154.2,,,,4.0,,,0.05,1.05,52.2,,43.60505563875,-79.55975310668,,
94,6008000602,3-21-2012,0.9,8.23,0.068,0.88,1870.0,21.2,430.0,0.036,13.73,8.33,1793.0,290.0,132.6,,,,,,,,,,,43.60505563875,-79.55975310668,,
95,6008000602,3-21-2018,,8.26,0.12,,3670.0,2.3,1030.0,,13.78,8.44,3722.0,200.0,100.8,,,,,,0.76,0.016,0.563,,,43.60505563875,-79.55975310668,,
96,6008000602,3-22-2007,2.23,8.0,0.3,,4140.0,276.0,1080.0,0.085,13.0,9.0,3559.0,140.0,103.0,,,1.33,9.0,,,,,,,43.60505563875,-79.55975310668,,
97,6008000602,3-22-2017,,8.27,0.134,,4950.0,28.8,1470.0,,15.59,8.4,5108.0,270.0,107.6,,,,,,1.33,0.031,1.06,,,43.60505563875,-79.55975310668,,
98,6008000602,3-23-2004,,,,,,,,,14.0,8.0,3293.0,460.0,102.0,,797.8,,,,,,,,,43.60505563875,-79.55975310668,,
99,6008000602,3-23-2006,0.716,8.41,0.03,,2190.0,3.0,516.0,0.031,15.0,8.0,1997.0,160.0,121.0,,,1.77,4.0,,,,,,,43.60505563875,-79.55975310668,,
100,6008000602,3-24-2009,0.74,8.34,0.05,,2890.0,13.0,758.0,0.0009,17.0,8.0,2926.0,185.0,128.0,,,0.55,4.0,,,,,,,43.60505563875,-79.55975310668,,
101,6008000602,3-24-2010,0.51,8.23,0.024,0.899,1870.0,6.5,465.0,0.033,15.99,7.85,1876.0,290.0,122.8,,,,,,,,,,,43.60505563875,-79.55975310668,,
102,6008000602,3-24-2011,0.61,8.39,0.045,1.86,6730.0,8.6,2030.0,0.037,15.99,8.34,6759.0,295.0,112.9,,,,,,,,,,,43.60505563875,-79.55975310668,,
103,6008000602,3-25-2015,0.46,8.45,0.03,,4970.0,4.2,1490.0,,21.56,8.06,4941.0,290.0,160.2,,,,,,1.12,0.047,0.708,,,43.60505563875,-79.55975310668,,
104,6008000602,3-27-2003,,,,,,,,,8.0,8.0,2710.0,,62.0,,,,,,,,,,,43.60505563875,-79.55975310668,,
105,6008000602,3-27-2013,0.54,8.01,0.25,1.13,712.0,214.0,146.0,0.05,19.52,7.85,696.0,415.0,142.3,,,,,,,,,,,43.60505563875,-79.55975310668,,
106,6008000602,3-27-2019,,8.31,0.0532,,3290.0,6.5,919.0,,13.96,7.88,3340.0,380.0,105.1,,,,,,1.37,0.026,0.916,,,43.60505563875,-79.55975310668,,
107,6008000602,3-29-2005,,,,,,,,,12.0,9.0,1366.0,210.0,102.0,,,,,,,,,,,43.60505563875,-79.55975310668,,
108,6008000602,3-4-2019,,8.13,0.0527,,8620.0,7.3,2680.0,,12.98,7.63,8933.0,100.0,92.3,,,,,,1.22,0.057,1.07,,,43.60505563875,-79.55975310668,,
109,6008000602,4-13-2010,0.51,8.5,0.017,0.815,1930.0,3.5,527.0,0.017,14.31,8.18,1914.0,280.0,134.0,,,,,,,,,,,43.60505563875,-79.55975310668,,
110,6008000602,4-18-2005,0.53,8.22,0.019,0.998,2850.0,5.0,742.0,0.029,21.62,8.0,2509.0,390.0,109.0,2509.0,,,,,,,,,,43.60505563875,-79.55975310668,,
111,6008000602,4-19-2006,0.838,8.33,0.07,,1990.0,2.0,444.0,0.029,13.0,8.0,1841.0,160.0,125.0,,,0.8,7.1,,,,,,,43.60505563875,-79.55975310668,,
112,6008000602,4-19-2013,0.44,8.15,0.026,1.18,1510.0,19.7,321.0,0.036,11.6,8.01,1470.0,245.0,109.2,,,,,,,,,,,43.60505563875,-79.55975310668,,
113,6008000602,4-20-2004,1.32,8.5,0.08,2.49,1350.0,20.3,347.0,0.047,24.05,8.0,1453.0,490.0,108.0,1453.0,959.5,,,,,,,,,43.60505563875,-79.55975310668,,
114,6008000602,4-20-2011,1.7,8.29,0.445,0.547,1020.0,298.0,228.0,0.04,15.3,8.29,994.0,540.0,119.1,,,,,,,,,,,43.60505563875,-79.55975310668,,
115,6008000602,4-20-2016,,8.3,0.1078,,2870.0,2.5,752.0,,12.21,8.44,2846.0,225.0,113.8,,,,,,1.07,0.022,0.741,,,43.60505563875,-79.55975310668,,
116,6008000602,4-21-2015,0.81,8.07,0.111,,1740.0,45.5,411.0,,15.64,8.14,1724.0,220.0,136.4,,,,,,3.4,0.043,2.2,,,43.60505563875,-79.55975310668,,
117,6008000602,4-22-2009,0.59,8.28,0.036,0.968,1760.0,3.8,399.0,0.028,26.2,8.0,1847.0,230.0,112.0,1847.0,,,,,,,,,,43.60505563875,-79.55975310668,,
118,6008000602,4-23-2014,0.49,8.23,0.04,0.827,2990.0,2.5,788.0,0.036,15.06,8.21,2939.0,285.0,132.1,,,,,,1.24,,,,,43.60505563875,-79.55975310668,,
119,6008000602,4-24-2019,,8.23,0.0672,,1580.0,9.4,358.0,,16.34,7.73,1562.0,240.0,140.1,,,,,,2.26,0.033,1.88,,,43.60505563875,-79.55975310668,,
120,6008000602,4-25-2007,0.8,8.4,0.053,0.733,2440.0,11.6,682.0,0.038,21.68,8.0,1851.0,245.0,102.0,1851.0,,,,,,,,,,43.60505563875,-79.55975310668,,
121,6008000602,4-25-2018,,8.04,0.149,,1810.0,95.7,442.0,,11.03,8.01,1752.0,120.0,97.1,,,,,,1.68,0.055,1.63,,,43.60505563875,-79.55975310668,,
122,6008000602,4-26-2012,0.44,8.18,0.038,0.127,1710.0,3.6,403.0,0.015,14.88,8.23,1712.0,275.0,131.8,,,,,,,,,,,43.60505563875,-79.55975310668,,
123,6008000602,4-26-2017,,8.32,0.0592,,1740.0,2.0,401.0,,12.73,8.46,1758.0,345.0,109.5,,,,,,1.28,0.022,0.985,,,43.60505563875,-79.55975310668,,
124,6008000602,4-28-2003,0.6,8.26,0.016,0.771,2940.0,7.4,815.0,0.028,24.1,9.0,3068.0,,129.0,-306.0,1492.0,,,,,,,,,43.60505563875,-79.55975310668,,
125,6008000602,4-28-2008,2.88,7.85,0.55,0.999,1290.0,349.0,327.0,0.07,22.3,8.0,1287.0,250.0,100.0,1287.0,,,,,,,,,,43.60505563875,-79.55975310668,,
126,6008000602,5-15-2019,,8.41,0.0311,,1480.0,4.9,311.0,,16.4,9.15,1491.0,320.0,151.5,,,,,,2.09,0.026,1.48,,,43.60505563875,-79.55975310668,,
127,6008000602,5-16-2018,,8.14,0.0687,,1750.0,18.5,411.0,,10.68,8.16,1699.0,230.0,105.7,,,,,,0.96,0.032,0.612,,,43.60505563875,-79.55975310668,,
128,6008000602,5-17-2004,0.6,8.24,0.022,0.823,2040.0,5.2,552.0,0.026,27.85,9.0,1299.0,410.0,156.0,1299.0,309.9,,,,,,,,,43.60505563875,-79.55975310668,,
129,6008000602,5-17-2006,0.685,8.14,0.09,,838.0,42.0,147.0,0.034,,,,,,,,1.02,10.0,,,,,,,43.60505563875,-79.55975310668,,
130,6008000602,5-17-2017,,8.39,0.0988,,2280.0,2.6,559.0,,11.91,8.42,2352.0,270.0,113.3,,,,,,1.3,0.019,0.977,,,43.60505563875,-79.55975310668,,
131,6008000602,5-18-2005,0.5,8.27,0.018,0.591,2160.0,3.9,543.0,0.018,23.55,8.0,2026.0,210.0,117.0,2026.0,,,,,,,,,,43.60505563875,-79.55975310668,,
132,6008000602,5-18-2006,,,,,,,,,9.0,8.0,723.0,210.0,87.0,,,,,,,,,,,43.60505563875,-79.55975310668,,
133,6008000602,5-18-2010,0.65,8.49,0.024,1.2,1790.0,2.0,521.0,0.021,12.46,7.92,1774.0,360.0,130.1,,,,,,,,,,,43.60505563875,-79.55975310668,,
134,6008000602,5-18-2016,,8.52,0.099,,2130.0,3.6,496.0,,11.31,8.33,2099.0,210.0,111.4,,,,,,0.58,0.012,0.268,,,43.60505563875,-79.55975310668,,
135,6008000602,5-19-2011,1.95,8.54,0.4,1.68,740.0,207.0,114.0,0.054,10.97,8.26,735.0,530.0,109.7,,,,,,,,,,,43.60505563875,-79.55975310668,,
136,6008000602,5-20-2015,0.69,8.21,0.029,,3290.0,2.1,929.0,,18.61,8.18,3325.0,280.0,204.6,,,,,,0.7,0.012,0.157,,,43.60505563875,-79.55975310668,,
137,6008000602,5-21-2003,0.67,8.26,0.042,0.954,1420.0,8.5,316.0,0.039,20.39,8.0,1414.0,,100.0,1414.0,640.1,,,,,,,,,43.60505563875,-79.55975310668,,
138,6008000602,5-21-2014,0.66,8.28,0.03,0.649,2040.0,5.7,408.0,0.024,12.93,8.28,1998.0,200.0,128.7,,,,,,1.06,,,,,43.60505563875,-79.55975310668,,
139,6008000602,5-21-2020,0.64,8.3,0.028,0.63,1940.0,4.6,478.0,0.021,10.74,8.23,1976.0,350.0,105.5,,,0.6,,,,,,,2190.0,43.60505563875,-79.55975310668,,
140,6008000602,5-22-2008,0.52,8.19,0.018,0.431,1970.0,1.9,503.0,0.011,16.310000000000002,8.0,1468.0,165.0,78.0,1468.0,,,,,,,,,,43.60505563875,-79.55975310668,,
141,6008000602,5-24-2012,0.5,8.28,0.018,0.226,2360.0,4.7,606.0,0.014,11.57,8.13,2437.0,130.0,132.2,,,,,,,,,,,43.60505563875,-79.55975310668,,
